#Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
01,920,15000,PRODUCTIVITAT,5100.0,0.0,5100.0,4514.52
01,920,12006,TRIENNIS,15326.0,0.0,15326.0,14240.44
01,920,15100,GRATIFICACIONS,2000.0,2000.0,4000.0,4226.49
01,920,12000,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A1,17050.0,0.0,17050.0,16132.96
01,920,13100,RETRIBUCIONS PERSONAL LABORAL TEMPORAL,65443.0,-29000.0,36443.0,35735.46
01,920,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,24926.0,0.0,24926.0,28656.98
01,920,12004,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C2,19466.0,0.0,19466.0,25150.87
01,920,12100,COMPLEMENT DE DESTINACIÓ,40753.0,0.0,40753.0,40757.98
01,920,12001,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A2,14993.0,0.0,14993.0,14628.34
01,920,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,17714.0,0.0,17714.0,19813.06
01,920,12101,COMPLEMENT ESPECÍFIC,139516.0,0.0,139516.0,142289.28
01,3322,22699,CONSERVACIÓ ARXIU,0.0,0.0,0.0,0.0
02,011,31000,INTERESSOS PRÉSTEC DEL SECTOR PRIVAT I OP. TRESORERIA,25500.0,18000.0,43500.0,32798.17
02,011,91100,AMORTITZ. PRESTECS A MIG I LLARG DEL S.PUB.,122000.0,0.0,122000.0,116135.07
02,011,91300,AMORTITZACIO PRÈSTECS A MIG I LLARG FORA DEL S.PÚBLIC,437000.0,0.0,437000.0,436994.04
02,221,16200,FORMACIO I PERFECCIONAMENT PERSONAL,10000.0,1022.6,11022.6,7775.04
02,221,16204,ACCIÓ SOCIAL PERSONAL,39940.0,0.0,39940.0,46269.98
02,221,16106,INDEMNITZACIONS,0.0,28922.56,28922.56,15869.06
02,920,21600,MANTENIMENT EQUIPS INFORMÀTICS,9780.0,0.0,9780.0,6120.22
02,920,16000,SEGURETAT SOCIAL PERSONAL SERVEIS GENERALS,168381.0,0.0,168381.0,162499.55
02,920,22002,MATERIAL INFORMÀTIC NO INVENTARIABLE,16360.0,0.0,16360.0,2662.94
02,920,21500,MANTENIMENT MOBILIARI I ESTRIS,6700.0,331.75,7031.75,3762.03
02,920,22001,"PREMSA, REVISTES, LLIBRES I ALTRES PUBLICACIONS",23626.0,0.0,23626.0,9482.64
02,920,20200,LLOGUER LOCAL JUTJAT,5600.0,0.0,5600.0,5752.13
02,920,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,81216.0,0.0,81216.0,81145.6
02,920,22203,COMUNICACIONS INFORMÀTIQUES,18000.0,1742.49,19742.49,13060.68
02,920,64800,QUOTES ARRENDAMENTS FINANCERS,23000.0,498.52,23498.52,14254.57
02,920,23300,ALTRES INDEMNITZACIONS,1000.0,0.0,1000.0,1536.25
02,920,22699,DESPESES DIVERSES,10000.0,2850.45,12850.45,22184.88
02,920,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,3630.0,8006.73,11636.73,6627.78
02,920,35800,INTERESSOS ARRENDAMENTS FINANCERS,2500.0,48.54,2548.54,1158.55
02,920,13002,Altres remuneracions.,0.0,0.0,0.0,10826.19
02,920,12006,TRIENNIS,23976.0,0.0,23976.0,26685.58
02,920,14300,ALTRE PERSONAL ATIPIC,0.0,0.0,0.0,0.0
02,920,22299,ALTRES DESPESES EN COMUNICACIONS,1000.0,0.0,1000.0,95.09
02,920,12001,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A2,29985.0,0.0,29985.0,42717.76
02,920,22201,COMUNICACIONS POSTALS,12000.0,1773.2,13773.2,5959.62
02,920,22604,DESPESES JURÌDIQUES,5000.0,0.0,5000.0,913.89
02,920,62501,MOBILIARI I ESTRIS,4000.0,2836.28,6836.28,1611.64
02,920,22199,ALTRES SUBMINISTRAMENTS,500.0,38.14,538.14,719.44
02,920,63200,INV. RESPOS.ASS. EDIFICIS I CONSTRUCCIONS,0.0,8923.06,8923.06,0.0
02,920,23020,DIETES PERSONAL NO DIRECTIU,1000.0,0.0,1000.0,2536.19
02,920,13000,Retribucions bàsiques.,0.0,0.0,0.0,7577.33
02,920,63300,"MAQUINARIA, INSTAL.LACIONS I ESTRIS",0.0,0.0,0.0,0.0
02,920,22706,TREBALLS TECNICS REALITZATS ALTRES EMPRESES,27950.0,15312.67,43262.67,10833.24
02,920,22603,PUBLICACIÓ DIARIS OFICIALS,5000.0,220.6,5220.6,3489.1
02,920,12101,COMPLEMENT ESPECÍFIC,259889.0,-6500.0,253389.0,251949.23
02,920,22200,SERVEIS DE TELECOMUNICACIONS,12000.0,4388.86,16388.86,6872.66
02,920,15100,GRATIFICACIONS,2000.0,1300.0,3300.0,3298.79
02,920,22106,PRODUCTES FARMACEUTICS I MATERIAL SANITARI,0.0,0.0,0.0,575.0
02,920,12100,COMPLEMENT DE DESTINACIÓ,99107.0,-5000.0,94107.0,92442.02
02,920,13100,RETRIBUCIONS PERSONAL LABORAL TEMPORAL,44776.0,-3500.0,41276.0,24657.39
02,920,12000,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A1,23518.0,-23000.0,518.0,0.0
02,920,22105,PRODUCTES ALIMENTARIS,4500.0,114.95,4614.95,2493.48
02,920,12004,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C2,39629.0,0.0,39629.0,41914.18
02,920,15000,PRODUCTIVITAT,10200.0,0.0,10200.0,8441.6
02,920,23120,LOCOMOCIÓ PERSONAL NO DIRECTIU,1000.0,0.0,1000.0,964.2
02,920,21900,MANTENIMENT PROGRAMES INFORMÀTICS,107719.0,5989.5,113708.5,89758.21
02,920,22400,PRIMES ASSEGURANCES,66000.0,21427.65,87427.65,55080.96
02,920,16105,PENSIONS A CÀRREC DE L'ENTITAT-FUNCIONARIS INTEGRATS-,0.0,0.0,0.0,0.0
02,920,22602,PUBLICITAT I PROPAGANDA,1000.0,0.0,1000.0,0.0
02,920,22000,MATERIAL D'OFICINA,9000.0,1768.79,10768.79,6237.63
02,932,22708,SERVEIS DE RECAPTACIÓ A FAVOR DE L'ENTITAT,130000.0,22000.0,152000.0,149710.76
02,934,35200,INTERESSOS DE DEMORA,1000.0,0.0,1000.0,1030.47
02,934,35900,ALTRES DESPESES FINANCERES,4000.0,0.0,4000.0,296.66
02,934,31100,DESP. FORMALITZACIO MODIFICACIÓ I CANCEL.PRESTECS INTERIOR,1000.0,0.0,1000.0,0.0
02,942,46600,A ALTRES AGRUPACIONS DE MUNICIPIS,5600.0,0.0,5600.0,4267.4
03,130,12101,COMPLEMENT ESPECÍFIC,411830.0,0.0,411830.0,394710.23
03,130,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,12937.0,0.0,12937.0,13000.48
03,130,21400,MANTENIMENT VEHICLES,6100.0,787.42,6887.42,6619.24
03,130,22104,SUBMINISTRAMENT  VESTUARI,20000.0,2016.45,22016.45,18911.07
03,130,15000,PRODUCTIVITAT,14600.0,0.0,14600.0,10400.01
03,130,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,223913.0,0.0,223913.0,206605.69
03,130,22605,EDUCACIÓ PER A LA MOBILITAT SEGURA,4000.0,-2151.88,1848.12,895.4
03,130,15100,GRATIFICACIONS,40000.0,34000.0,74000.0,77839.52
03,130,12006,TRIENNIS,35910.0,0.0,35910.0,35339.28
03,130,21300,"MANTENIMENT MAQUINARIA, INSTAL.LACIONS I UTILLATGE",1500.0,0.0,1500.0,574.75
03,130,22103,SUBMINISTRAMENT  COMBUSTIBLE,7000.0,321.84,7321.84,4358.21
03,130,22699,DESPESES DIVERSES,1000.0,0.0,1000.0,1210.0
03,130,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,20217.0,0.0,20217.0,20315.12
03,130,64800,QUOTES ARRENDAMENT FINANCER VEHICLES I EQUIPS DE TRANSMISSIÓ,19750.0,1964.33,21714.33,18050.4
03,130,20400,LLOGUER DE MATERIAL DE TRANSPORT,12000.0,5359.1,17359.1,16130.75
03,130,22200,SERVEIS DE TELECOMUNICACIONS,3500.0,0.0,3500.0,1745.18
03,130,12100,COMPLEMENT DE DESTINACIÓ,102868.0,0.0,102868.0,95927.95
03,130,14300,Altre personal atípic,0.0,0.0,0.0,6257.33
03,130,22203,COMUNICACIONS INFORMÀTIQUES,0.0,0.0,0.0,0.0
03,130,62300,"MAQUINÀRIA, INSTAL·LACIONS TÈCNIQUES I UTILLATGE",50000.0,2151.88,52151.88,2151.88
03,130,35800,INTERESSOS ARRENDAMENTS FINANCERS,500.0,33.64,533.64,477.0
03,130,16000,SEGURETAT SOCIAL PERSONAL SEGURETAT CIUTADANA,300860.0,-30000.0,270860.0,282019.91
03,130,22706,ESTUDIS I TREBALLS TÈCNICS,0.0,0.0,0.0,0.0
03,130,21500,MANTENIMENT MOBILIARI I ESTRIS,2000.0,162.3,2162.3,2290.72
03,130,62501,MOBILIARI I ESTRIS,0.0,4057.95,4057.95,4057.11
03,130,21900,MANTENIMENT PROGRAMES INFORMÀTICS,3000.0,0.0,3000.0,4046.67
03,130,22199,ALTRES SUBMINISTRAMENTS,3000.0,0.0,3000.0,2583.55
03,135,22699,ALTRES DESPESES DIVERSES- PROTECCIO CIVIL-,3000.0,0.0,3000.0,0.0
03,135,22799,ALTRES DESPESESS DIVERSIS -UNITAT CANINA-,1100.0,0.0,1100.0,1100.0
04,135,22706,ESTUDIS I TREBALLS TECNICS,2000.0,0.0,2000.0,0.0
04,150,12006,TRIENNIS,12644.0,0.0,12644.0,11763.49
04,150,12101,COMPLEMENT ESPECÍFIC,171132.0,0.0,171132.0,163238.36
04,150,13100,RETRIBUCIONS PERSONAL LABORAL TEMPORAL,34873.0,0.0,34873.0,29929.53
04,150,22199,ALTRES SUBMINISTRAMENTS,200.0,0.0,200.0,22.52
04,150,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,88998.0,0.0,88998.0,92488.19
04,150,21400,MANTENIMENT VEHICLES,500.0,0.0,500.0,72.6
04,150,12000,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A1,51149.0,0.0,51149.0,51388.74
04,150,23300,ALTRES INDEMNITZACIONS,3600.0,0.0,3600.0,3353.6
04,150,21900,MANTENIMENT PROGRAMES INFORMÀTICS,7500.0,0.0,7500.0,12048.16
04,150,16000,SEGURETAT SOCIAL PERSONAL DESENVOLUPAMENT URBÀ,148517.0,-35000.0,113517.0,141516.4
04,150,22200,SERVEIS DE TELECOMUNICACIONS,2000.0,0.0,2000.0,1693.24
04,150,22103,SUBMINISTRAMENT COMBUSTIBLE,800.0,0.0,800.0,414.77
04,150,12001,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A2,14993.0,0.0,14993.0,10998.67
04,150,22699,ALTRES DESPESES DIVERSES,500.0,0.0,500.0,52.91
04,150,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,35285.0,0.0,35285.0,34639.2
04,150,15100,GRATIFICACIONS,3000.0,0.0,3000.0,703.03
04,150,22706,"ESTUDIS, PROJECTES I ALTRES TREBALLS TÈCNICS URBANISME",10000.0,0.0,10000.0,786.5
04,150,48900,ALTRES TRANSFERÈNCIES,500.0,0.0,500.0,0.0
04,150,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,38225.0,0.0,38225.0,39787.46
04,150,15000,PRODUCTIVITAT,7200.0,0.0,7200.0,5850.0
04,150,12100,COMPLEMENT DE DESTINACIÓ,73187.0,0.0,73187.0,70624.34
04,150,12004,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C2,19466.0,0.0,19466.0,19561.09
04,151,60000,INVERSIONS EN TERRENYS,132000.0,35436.7,167436.7,0.0
04,342,62700,PROJECTES COMPLEXOS,0.0,60000.0,60000.0,0.0
04,1521,22605,ALTRES DESPESES,0.0,0.0,0.0,1548.8
04,1521,22707,DESPESES ADMINISTRACIÓ FINQUES PISOS SAREB,70000.0,0.0,70000.0,0.0
04,1521,62501,Mobiliari i estris,0.0,0.0,0.0,0.0
04,1521,68201,EDIFICIS I ALTRES CONSTRUCCIONS,0.0,13003.63,13003.63,0.0
04,1521,22703,TREBALLS REALITZATS PER ALTRES EMPRESES I PROFESSIONALS,0.0,18500.0,18500.0,0.0
05,151,22699,ALTRES DESPESES DIVERSES,0.0,35066.45,35066.45,0.0
05,171,16003,SEG. SOCIAL PERSONAL PRÀCTIQUES PROGRAMA GARANTIA JUVENIL,0.0,0.0,0.0,0.0
05,171,61000,INVERSIONS EN PARCS,420000.0,35233.18,455233.18,0.0
05,179,62501,MOBILIARI I ESTRIS,0.0,5500.0,5500.0,5472.23
05,342,63300,"MAQUINARIA, INSTAL.LACIONS I ESTRIS",0.0,0.0,0.0,0.0
05,430,63300,"MAQUINARIA , INSTAL.LACIONS I ESTRIS",65000.0,27000.0,92000.0,0.0
05,920,63201,EDIFICIS I ALTRES CONSTRUCCIONS,0.0,2447246.72,2447246.72,0.0
05,1530,62300,"MAQUINÀRIA, INSTAL·LACIONS TÈCNIQUES I UTILLATGE",0.0,185314.61,185314.61,146170.49
05,1530,60000,INVERSIONS EN TERRENYS,0.0,30000.0,30000.0,0.0
05,1530,61000,INVERSIONS EN VIA PÚBLICA,480000.0,622718.85,1102718.85,219219.18
05,1530,63300,"MAQUINARIA, INSTAL.LACIÓ I UTILLATGE",0.0,198693.03,198693.03,0.0
05,1530,64000,DESPESES EN INVERSIONS IMMATERIALS,0.0,0.0,0.0,0.0
05,1532,61000,INVERSIONS EN TERRENYS,0.0,0.0,0.0,0.0
05,9293,63300,"MAQUINARIA, INSTAL.LACIONS I ESTRIS",0.0,7178.45,7178.45,2857.71
06,137,21500,MANTENIMENT PARALLAMPS,0.0,0.0,0.0,0.0
06,160,22714,MANTENIMENT CLAVEGUERAM,75000.0,0.0,75000.0,0.0
06,160,22706,ESTUDI ALTERNATIVES GESTIÓ SERVEI CLAVEGUERAM,0.0,0.0,0.0,0.0
06,161,22706,ESTUDI ALTERNATIVES GESTIÓ SERVEI AIGUA,0.0,0.0,0.0,0.0
06,163,20300,"LLOGUER DE MAQUINÀRIA, INSTAL. I UTILLATGE",0.0,0.0,0.0,4673.63
06,163,22700,NETEJA VIÀRIA,475000.0,100372.83,575372.83,484265.08
06,163,63300,"MAQUINÀRIA, INSTAL.LACIONS I UTILLATGE",0.0,140500.0,140500.0,0.0
06,164,63201,EIDIFICIS I ALTRES CONSTRUCCIONS,0.0,840805.59,840805.59,14673.72
06,165,22715,MANTENIMENT ENLLUMENAT PÚBLIC,110000.0,10480.79,120480.79,82194.23
06,171,22709,MANTENIMENT JOCS INFANTILS,30000.0,1469.69,31469.69,17727.03
06,171,62501,MOBILIARI I ESTRIS,0.0,15000.0,15000.0,0.0
06,171,22710,MANTENIMENT PROGRAMA GESTIÓ XARXA DE REG,1716.0,0.0,1716.0,1572.89
06,171,22716,MANTENIMENT JARDINERIA,360000.0,13644.52,373644.52,335890.83
06,231,22700,NETEJA DEPENDÈNCIES SERVEIS SOCIALS,0.0,0.0,0.0,0.0
06,231,22713,CLIMATITZACIÓ DEPENDÈNCIES SERVEIS SOCIALS,0.0,0.0,0.0,0.0
06,231,22711,MANTENIMENT ALARMA PIS SOCIAL,400.0,0.0,400.0,0.0
06,333,22711,MANTENIMENT ALARMA EQUIPAMENTS CULTURALS,700.0,0.0,700.0,0.0
06,333,22700,NETEJA EQUIPAMENTS CULTURA,9900.0,0.0,9900.0,8984.14
06,333,22713,CLIMATITZACIÓ EQUIPAMENTS CULTURA,5100.0,494.84,5594.84,4243.73
06,337,22711,MANTENIMENT ALARMA EQUIPAMENT ESPAI JOVE,750.0,0.0,750.0,0.0
06,337,22700,NETEJA EQUIPAMENT ESPAI JOVE,13197.0,0.0,13197.0,11987.64
06,337,22713,CLIMATITZACIÓ EQUIPAMENT ESPAI JOVE,4100.0,627.92,4727.92,1132.54
06,338,21500,MOBILIARI I ESTRIS,0.0,0.0,0.0,0.0
06,338,22717,ENLLUMENAT NADAL,65000.0,60493.95,125493.95,30246.98
06,342,22713,CLIMATITZACIÓ EQUIPAMENTS ESPORTIUS,18400.0,2487.43,20887.43,32761.87
06,342,22711,MANTENIMENT ALARMA EQUIPAMENTS ESPORTIUS,2800.0,0.0,2800.0,0.0
06,342,22706,MANTENIMENT GESPA ARTIFICIAL I SISTEMA DE REG CAMP DE FUTBOL,5500.0,0.0,5500.0,4038.39
06,342,22700,NETEJA EQUIPAMENTS ESPORTIUS,0.0,0.0,0.0,277.04
06,342,22707,MANTENIMENT EQUIPAMENTS ESPORTIUS,206000.0,59000.0,265000.0,203838.51
06,430,22712,MANTENIMENT ASCENSOR CENTRE D'EMPRESES CAN GAVARRA,750.0,342.62,1092.62,1097.89
06,430,22713,CLIMATITZACIO CENTRE D'EMPRESES CAN GAVARRA,8500.0,258.48,8758.48,10565.93
06,430,22700,NETEJA CENTRE DE EMPRESES CAN GAVARRA,26000.0,2000.0,28000.0,19854.59
06,451,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,0.0,0.0,0.0,554.18
06,451,62400,ELEMENTS DE TRANSPORTS,0.0,63000.0,63000.0,12775.82
06,451,22711,MANTENIMENT ALARMA NAU BRIGADA,500.0,0.0,500.0,0.0
06,451,63300,"MAQUINÀRIA, INSTAL·LACIONS I UTILLATGE",0.0,0.0,0.0,1813.79
06,451,22713,CLIMATITZACIÓ LOCAL BRIGADA MUNICIPAL,3100.0,413.73,3513.73,331.23
06,451,22700,NETEJA MAGATZEM BRIGADA,5300.0,0.0,5300.0,4758.71
06,451,62501,MOBILIARI I ESTRIS,0.0,2001.21,2001.21,1447.03
06,920,22713,CLIMATITZACIÓ EDIFICIS MUNICIPALS,13100.0,3405.24,16505.24,21097.15
06,920,22712,MANTENIMENT ASCENSOR EDIFICI MUNICIPAL,750.0,342.62,1092.62,1217.91
06,920,22700,NETEJA EDIFICIS MUNICIPALS,70000.0,0.0,70000.0,63478.68
06,1521,62501,MOBILIARI I ESTRIS,0.0,0.0,0.0,0.0
06,1530,62501,MOBILIARI I ESTRIS EN VIA PÚBLICA,30000.0,56598.41,86598.41,27923.28
06,1621,22199,ALTRES SUBMINISTRAMENTS,0.0,0.0,0.0,1645.0
06,1621,22700,RECOLLIDA DE RESIDUS,530000.0,88724.55,618724.55,614850.35
06,1621,20400,LLOGUER DE MATERIAL DE TRANSPORT,0.0,3894.69,3894.69,3894.69
06,1622,22700,GESTIÓ DE RESIDUS SÒLIDS URBANS,67600.0,8553.99,76153.99,51515.4
06,1622,22711,MANTENIMENT ALARMA DEIXALLERIA,500.0,0.0,500.0,0.0
06,1623,22700,TRACTAMENT DE RESIDUS,360000.0,51866.01,411866.01,298929.33
06,3230,22711,MANTENIMENT ALARMA ESCOLES PÚBLIQUES,1700.0,0.0,1700.0,0.0
06,3230,22713,CLIMATITZACIÓ ESCOLES PÚBLIQUES,13500.0,3589.41,17089.41,3803.57
06,3230,22712,MANTENIMENT ASCENSOR ESCOLES PUBLIQUES,1500.0,685.18,2185.18,1142.07
06,3230,22700,NETEJA ESCOLES PÚBLIQUES,240000.0,4827.57,244827.57,212611.07
06,3231,22700,NETEJA ESCOLES BRESSOL MUNICIPALS,103400.0,0.02,103400.02,93882.08
06,3231,22713,CLIMATITZACIÓ ESCOLES BRESSOL MUNICIPALS,11000.0,1296.44,12296.44,22282.57
06,3231,22711,MANTENIMENT ALARMA ESCOLES BRESSOL MUNICIPALS,1700.0,0.0,1700.0,0.0
06,3231,22712,MANTENIMENT ASCENSOR ESCOLES BRESSOLS MUNICIPALS,750.0,342.62,1092.62,1265.66
06,3261,22700,NETEJA MÒDULS NOX,0.0,0.0,0.0,4762.13
06,3321,22712,MANTENIMENT ASCENSOR BIBLIOTECA MPAL,0.0,0.0,0.0,228.4
06,3321,22713,CLIMATITZACIÓ BIBLIOTECA,0.0,0.0,0.0,0.0
06,3321,22700,NETEJA BIBLIOTECA,18100.0,1211.63,19311.63,7070.86
06,9290,22700,NETEJA LOCAL D'ÀREA ATENCIÓ A LES PERSONES,7920.0,0.0,7920.0,7192.43
06,9290,22713,CLIMATITZACIÓ LOCAL ÀREA ATENCIÓ A LES PERSONES,5600.0,1271.94,6871.94,1662.67
06,9292,22700,NETEJA I ACONDICIONAMENT EQUIPAMENTS MUNICIPALS,0.0,0.0,0.0,0.0
06,9293,22711,MANTENIMENT ALARMA EQUIPAMENT EL ROURE,1200.0,0.0,1200.0,0.0
06,9293,22700,NETEJA EQUIPAMENT EL ROURE,35000.0,0.0,35000.0,31839.09
06,9293,22713,CLIMATITZACIÓ EQUIPAMENT EL ROURE,12000.0,2843.5,14843.5,4755.68
06,9293,22712,MANTENIMENT ASCENSOR EQUIPAMENT EL ROURE,750.0,342.62,1092.62,571.0
07,170,16000,SEGURETAT SOCIAL PERSONAL MEDI AMBIENT,11762.0,0.0,11762.0,6955.7
07,170,14300,ALTRE PERSONAL,36135.0,0.0,36135.0,18544.36
07,170,22200,SERVEIS DE TELECOMUNICACIONS,700.0,0.0,700.0,479.81
07,170,21300,MANTENIMENT ESTACIÓ METEOROLÒGICA,0.0,0.0,0.0,0.0
07,170,15000,PRODUCTIVITAT,600.0,0.0,600.0,0.0
07,170,21400,MANTENIMENT BICICLETES MEDI AMBIENT,300.0,0.0,300.0,0.0
07,170,22199,ALTRES SUBMINISTRAMENTS,700.0,0.0,700.0,54.85
07,170,48900,SUBVENCIONS ENTITATS,500.0,0.0,500.0,0.0
07,170,21900,MANTENIMENT APP NATURA LOCAL,3500.0,0.0,3500.0,907.5
07,454,61900,ACTUACIONS EN CAMINS MUNICIPALS,0.0,1883.24,1883.24,0.0
07,454,22706,ACTUACIONS CAMINS FORESTALS,9500.0,0.0,9500.0,9500.0
07,459,61000,INVERSIONS EN TERRENYS,111262.0,32005.3,143267.3,83732.49
07,459,61900,NATURALITZACIÓ TRAM RIERA DE POLINYÀ -PASSEIG JOAN FUSTER-,0.0,0.0,0.0,0.0
07,942,46700,A CONSORCIS,4000.0,0.0,4000.0,2108.2
07,1530,62301,"MAQUINARIA, INSTAL.LACIONS I ESTRIS",0.0,6000.0,6000.0,0.0
07,1622,20800,LLOGUER D'ALTRE IMMOBILITZAT MATERIAL,2000.0,1428.56,3428.56,3162.42
07,1722,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,500.0,-500.0,0.0,0.0
07,1722,22610,ACTUACIONS PREVENCIÓ DE RESIDUS,10000.0,0.0,10000.0,1666.85
07,1722,22199,ALTRES SUBMINISTRAMENTS,2000.0,0.0,2000.0,884.0
07,1722,22608,ALTRES DESPESES DIVERSES,1500.0,0.0,1500.0,0.0
07,1722,22611,ACTIVITATS D'EDUCACIÓ I SENSIBILITZACIÓ AMBIENTAL,30000.0,-18500.0,11500.0,2478.6
07,1722,61000,INVERSIONS EN TERRENYS,0.0,0.0,0.0,0.0
08,330,62300,"MAQUINÀRIA, INSTAL·LACIONS TÈCNIQUES I UTILLATGE",0.0,0.0,0.0,0.0
08,330,64000,DESPESES EN INVERSIONS IMMATERIALS,0.0,0.0,0.0,0.0
08,330,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,14507.0,0.0,14507.0,11204.04
08,330,22602,PUBLICITAT I PROPAGANDA,1500.0,0.0,1500.0,0.0
08,330,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,14828.0,4000.0,18828.0,18665.78
08,330,15000,PRODUCTIVITAT,1200.0,0.0,1200.0,600.0
08,330,14300,ALTRE PERSONAL ATIPIC,13566.0,0.0,13566.0,19219.45
08,330,62501,MOBILIARI I ESTRIS CULTURA,20000.0,20264.99,40264.99,14121.0
08,330,15100,GRATIFICACIONS,2000.0,0.0,2000.0,0.0
08,330,16000,SEGURETAT SOCIAL PERSONAL CULTURA I FESTES,16980.0,0.0,16980.0,14524.04
08,333,21500,MANTENIMENT MOBILIARI I ESTRIS,1000.0,0.0,1000.0,332.75
08,333,22203,COMUNICACIONS INFORMATIQUES,0.0,111.31,111.31,1177.4
08,333,22199,ALTRES SUBMINISTRAMENTS,1000.0,0.0,1000.0,512.11
08,333,68200,EDIFICIS I ALTRES CONSTRUCCIONS,0.0,120000.0,120000.0,107347.23
08,333,22104,VESTUARI CENTRE CIVIC,0.0,0.0,0.0,459.52
08,333,20800,LLOGUER D'ALTRE IMMOBILITZAT MATERIAL,0.0,0.0,0.0,0.0
08,333,63201,EDIFIS I ALTRES CONSTRUCCIONS CENTRE CIVIC,0.0,35000.0,35000.0,34485.0
08,333,22200,SERVEIS DE TELECOMUNICACIONS,1600.0,0.0,1600.0,0.0
08,333,62501,MOBILIARI I ESTRIS,0.0,7248.51,7248.51,7248.51
08,334,22609,ACTIVITATS CULTURA,14000.0,0.0,14000.0,6570.25
08,334,48900,SUBVENCIONS ENTITATS CULTURALS,19000.0,1695.8,20695.8,14977.91
08,334,48901,CONVENI EL GRUP-ACTIVITATS CULTURALS,8500.0,1533.66,10033.66,8333.66
08,334,48902,ALTRES SUBVENCIONS,0.0,181.46,181.46,181.46
08,338,22710,SERVEIS D'ENGINYERIA,24000.0,0.0,24000.0,4265.25
08,338,22610,FESTA MAJOR D'HIVERN,6500.0,0.0,6500.0,5323.48
08,338,22612,ALTRES FESTES POPULARS,13500.0,0.0,13500.0,12472.8
08,338,22199,ALTRES SUBMINISTRAMENTS,0.0,0.0,0.0,4650.93
08,338,20800,LLOGUER D'ALTRE IMMOBILITZAT MATERIAL,55000.0,0.0,55000.0,74653.65
08,338,22614,FESTA MAJOR D'ESTIU,80000.0,0.0,80000.0,108405.02
